LicenseNbr,LicenseAppStatus,DoingBusinessAsName,LicExpirationDate,LicExpirationStatus,AddressFull,AddrStreetNo,AddrStreetDir,AddrStreetName,AddrStreetType,AddrUnit,PrimarilyRestaurant,RetailFoodEstab,RestaurantMobileCart,RestaurantMobileBase,RetailMobileCart,RetailMobileBase,FarmersMarket,RecDate,EstablishmentType,AddrCity,ESRI_OID
LICFDD-2022-00153,Active,Wild Bearies,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2616
LICFDD-2022-00154,Active,Whiteside Ranch,2023/06/30 05:00:00+00,Active,"5085 BONG RD
WAUNAKEE, WI 53597",5085,,BONG,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,WAUNAKEE,2617
LICFDD-2022-00155,Active,Nakoma Golf Club,2023/06/30 05:00:00+00,Active,"4145 Country Club RD
Madison, WI 53711",4145,,Country Club,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2618
LICFDD-2022-00160,Active,Super Charge! Foods,2023/06/30 05:00:00+00,Active,"502 State ST
Madison, WI 53703",502,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2619
LICFDD-2022-00162,Active,7-eleven #37285j,2023/06/30 05:00:00+00,Active,"673 State ST
Madison, WI 53703",673,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2620
LICFDD-2022-00164,Active,La Rosita Of Sun Prairie,2023/06/30 05:00:00+00,Active,"802 WINDSOR ST
SUN PRAIRIE, WI 53590",802,,WINDSOR,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2621
LICFDD-2022-00168,Orders Issued - Conditional,Hickory Hills Campground,2022/06/30 05:00:00+00,Pending,"856 HILLSIDE RD
ALBION, WI 53534",856,,HILLSIDE,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,ALBION,2622
LICFDD-2022-00170,Active,Magnuson Grand Hotel,2023/06/30 05:00:00+00,Active,"3510 MILLPOND RD
MADISON, WI 53718",3510,,MILLPOND,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MADISON,2623
LICFDD-2022-00171,Active,Forward Craft & Coffee,2023/06/30 05:00:00+00,Active,"2166 Atwood AVE
Madison, WI 53704",2166,,Atwood,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2624
LICFDD-2022-00174,Active,Water Street Tavern,2023/06/30 05:00:00+00,Active,"324 S WATER ST
STOUGHTON, WI 53589",324,S,WATER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2625
LICFDD-2022-00176,Active,Grace Acres Farms Llc,2023/06/30 05:00:00+00,Active,"4653 WINDSOR RD
DEFOREST, WI 53532",4653,,WINDSOR,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,DEFOREST,2626
LICFDD-2022-00180,Active,M&j's Jamaican Kitch'n,2023/06/30 05:00:00+00,Active,"2817 E Washington AVE
Madison, WI 53704",2817,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2627
LICFDD-2022-00181,Active,M&j's Jamaican Kitch'n,2023/06/30 05:00:00+00,Active,"2817 E Washington AVE
Madison, WI 53704",2817,E,Washington,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2628
LICFDD-2022-00185,Active,Kwik Trip 1166,2023/06/30 05:00:00+00,Active,"2792 S SYENE RD
FITCHBURG, WI 53711",2792,S,SYENE,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,FITCHBURG,2629
LICFDD-2022-00187,Under Review,Dashmart,2022/06/30 05:00:00+00,Pending,"3214 Kingsley WAY
Madison, WI 53713",3214,,Kingsley,WAY,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2630
LICFDD-2022-00189,Active,Mirch Masala,2023/06/30 05:00:00+00,Active,"439 Grand Canyon DR
Madison, WI 53719",439,,Grand Canyon,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2631
LICFDD-2022-00191,Active,Lt's Aloha Wagon,2023/06/30 05:00:00+00,Active,"2300 HWY 51
STOUGHTON, WI 53589",2300,,HWY 51,,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,STOUGHTON,2632
LICFDD-2022-00192,Active,Catnip Hollow Bison,2023/06/30 05:00:00+00,Active,"615 DEAD END RD
MOUNT HOREB, WI 53572",615,,DEAD END,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MOUNT HOREB,2633
LICFDD-2022-00193,Active,Dreamy 280,2023/06/30 05:00:00+00,Active,"2790 CAVE OF THE MOUNDS RD
BLUE MOUNDS, WI 53517",2790,,CAVE OF THE MOUNDS,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,BLUE MOUNDS,2634
LICFDD-2022-00194,Active,Crescendo Mobile Espresso Bar,2023/06/30 05:00:00+00,Active,"1859 Monroe ST
Madison, WI 53711",1859,,Monroe,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,Madison,2635
LICFDD-2022-00195,Active,Rockin' Ryan's Ice Cream,2023/06/30 05:00:00+00,Active,"101 OAK TREE DR
MOUNT HOREB, WI 53572",101,,OAK TREE,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,MOUNT HOREB,2636
LICFDD-2022-00196,Active,Cordial,2023/06/30 05:00:00+00,Active,"516 S Park ST
Madison, WI 53715",516,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2637
LICFDD-2022-00198,Active,Sazon Puerto Rican Fusion,2023/06/30 05:00:00+00,Active,"2300 S HWY 51
STOUGHTON, WI 53589",2300,S,HWY 51,,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,STOUGHTON,2638
LICFDD-2022-00199,Active,The Ranch,2023/06/30 05:00:00+00,Active,"102 DANE ST
DANE, WI 53529",102,,DANE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DANE,2639
LICFDD-2022-00200,Active,Vitruvian Farms,2023/06/30 05:00:00+00,Active,"2727 US HIGHWAY 51
MCFARLAND, WI 53558",2727,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MCFARLAND,2640
LICFDD-2022-00201,Under Review,Little John's,2022/06/30 05:00:00+00,Pending,"411 PRAIRIE HEIGHTS DR
VERONA, WI 53593",411,,PRAIRIE HEIGHTS,DR,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,VERONA,2641
LICFDD-2022-00205,Active,Starbucks Coffee #68681,2023/06/30 05:00:00+00,Active,"147 WEST END CIR
CITY OF VERONA, WI 53593",147,,WEST END,CIR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF VERONA,2642
LICFDD-2022-00206,Active,Mapleton Mynd Meat And Produce Llc,2023/06/30 05:00:00+00,Active,"1773 KOSHKONONG RD
STOUGHTON, WI 53589",1773,,KOSHKONONG,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,2643
LICFDD-2022-00210,Active,A-rods Tex-mex & American Grill,2023/06/30 05:00:00+00,Active,"703 S Gammon RD
Madison, WI 53719",703,S,Gammon,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2644
LICFDD-2022-00211,Active,Kona Ice Of Madison #1,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,VERONA,2645
LICFDD-2022-00212,Active,Kona Ice Of Madison #2,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,VERONA,2646
LICFDD-2022-00213,Active,Kona Ice Of Madison #3,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,VERONA,2647
LICFDD-2022-00214,Active,Kona Ice Of Madison #4,2023/06/30 05:00:00+00,Active,"296 INVESTMENT CT
VERONA, WI 53593",296,,INVESTMENT,CT,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,VERONA,2648
LICFDD-2022-00215,Active,Yee Yummy Kitchen,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2649
LICFDD-2022-00216,Active,A-1 Meats,2023/06/30 05:00:00+00,Active,"7966 STATE RD 188
SAUK CITY, WI 53583",7966,,STATE RD 188,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SAUK CITY,2650
LICFDD-2022-00221,Under Review,Blue Stone Pizza,2022/06/30 05:00:00+00,Pending,"10997 DIVISION ST
BLUE MOUNDS, WI 53517",10997,,DIVISION,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,BLUE MOUNDS,2651
LICFDD-2022-00222,Active,Madtown Food Services,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2652
LICFDD-2022-00224,Active,Local Source,2023/06/30 05:00:00+00,Active,"1100 WILBURN RD
SUN PRAIRIE, WI 53590",1100,,WILBURN,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,SUN PRAIRIE,2653
LICFDD-2022-00229,Active,Thailand In A Truck,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2654
LICFDD-2022-00230,Active,Thailand In A Truck,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2655
LICFDD-2022-00232,Active,Mazo Catering,2023/06/30 05:00:00+00,Active,"18 BRODHEAD ST
MAZOMANIE, WI 53560",18,,BRODHEAD,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MAZOMANIE,2656
LICFDD-2022-00237,Active - Conditional,Diamond's Cafe Llc,2023/06/30 05:00:00+00,Active,"260 W Gilman ST
Madison, WI 53703",260,W,Gilman,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2657
LICFDD-2022-00241,Active - Conditional,Roll Play,2023/06/30 05:00:00+00,Active,"3241 Garver Green 115
Madison, WI 53704",3241,,Garver Green,,115,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2658
LICFDD-2022-00246,Active,Petra Bakery & Restaurant,2023/06/30 05:00:00+00,Active,"6119 Odana RD
Madison, WI 53719",6119,,Odana,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2659
LICFDD-2022-00247,Active,Fresh Fin,2023/06/30 05:00:00+00,Active,"542 N Midvale BLVD
Madison, WI 53705",542,N,Midvale,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2660
LICFDD-2022-00268,Active,Classic Catering,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2661
LICFDD-2022-00278,Active,Nori,2023/06/30 05:00:00+00,Active,"2990 CAHILL MAIN
CITY OF FITCHBURG, WI",2990,,CAHILL MAIN,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2662
LICFDD-2022-00316,Active,Paoli Street Eats Llc,2023/06/30 05:00:00+00,Active,"6209 MCKEE RD
FITCHBURG, WI 53719",6209,,MCKEE,RD,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,FITCHBURG,2663
LICFDD-2022-00317,Active,Paoli Street Eats Llc,2023/06/30 05:00:00+00,Active,"6209 MCKEE RD
FITCHBURG, WI 53719",6209,,MCKEE,RD,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,FITCHBURG,2664
LICFDD-2022-00336,Active,Atlantisvalley Foods,2023/06/30 05:00:00+00,Active,"6400 PEDERSON CROSSING BLVD
DEFOREST, WI 53532",6400,,PEDERSON CROSSING,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,DEFOREST,2665
LICFDD-2022-00337,Active,Atlantisvalley Foods,2023/06/30 05:00:00+00,Active,"6500 STACK DR
DEFOREST, WI 53598",6500,,STACK,DR,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,DEFOREST,2666
LICFDD-2022-00338,Active,Atlantisvalley Foods,2023/06/30 05:00:00+00,Active,"4482 DURAFORM LN
WINDSOR, WI 53598",4482,,DURAFORM,LN,,,,,,,,,2022/11/16 11:00:10+00,Establisment Type not defined,WINDSOR,2667
LICFDD-2022-00359,Active,Hotel Monona,2023/06/30 05:00:00+00,Active,"722 John Nolen DR
Madison, WI 53713",722,,John Nolen,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2668
LICFDD-2022-00376,Active,The Borough,2023/06/30 05:00:00+00,Active,"444 S Park ST
Madison, WI 53715",444,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2669
LICFDD-2022-00383,Active,Sugar River Lanes,2023/06/30 05:00:00+00,Active,"807 RIVER ST
VILLAGE OF BELLEVILLE, WI 53508",807,,RIVER,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF BELLEVILLE,2670
LICFDD-2022-00386,Active,Evolution Nutrition And Fitness,2023/06/30 05:00:00+00,Active,"2944 FISH HATCHERY RD
CITY OF FITCHBURG, WI 53713",2944,,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,CITY OF FITCHBURG,2671
LICFDD-2022-00397,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"4762 Cottage Grove RD
Madison, WI 53716",4762,,Cottage Grove,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2672
LICFDD-2022-00398,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"7440 Mineral Point RD
Madison, WI 53717",7440,,Mineral Point,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2673
LICFDD-2022-00399,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"324 N CENTURY AVE
VILLAGE OF WAUNAKEE, WI",324,N,CENTURY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF WAUNAKEE,2674
LICFDD-2022-00400,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"633 S MAIN ST
DEFOREST, WI 53532",633,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,DEFOREST,2675
LICFDD-2022-00401,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"536 SOUTHING GRANGE
VILLAGE OF COTTAGE GROVE, WI",536,,SOUTHING GRANGE,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF COTTAGE GROVE,2676
LICFDD-2022-00402,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"5251 High Crossing BLVD
Madison, WI 53718",5251,,High Crossing,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2677
LICFDD-2022-00403,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"2935 S FISH HATCHERY RD
CITY OF FITCHBURG, WI 53711",2935,S,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2678
LICFDD-2022-00404,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"5728 US HIGHWAY 51
VILLAGE OF MCFARLAND, WI 53558",5728,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF MCFARLAND,2679
LICFDD-2022-00405,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"3150 Maple Valley DR
Madison, WI 53719",3150,,Maple Valley,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2680
LICFDD-2022-00406,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"1848 Springdale ST
VILLAGE OF MOUNT HOREB, WI",1848,,Springdale,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF MOUNT HOREB,2681
LICFDD-2022-00407,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"1438 Northport DR
Madison, WI 53704",1438,,Northport,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2682
LICFDD-2022-00408,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"954 JANESVILLE ST
VILLAGE OF OREGON, WI 53575",954,,JANESVILLE,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,VILLAGE OF OREGON,2683
LICFDD-2022-00409,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"6771 UNIVERSITY AVE
CITY OF MIDDLETON, WI 53562",6771,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MIDDLETON,2684
LICFDD-2022-00410,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"520 S Park ST
Madison, WI 53715",520,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2685
LICFDD-2022-00411,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"1424 US HIGHWAY 51
CITY OF STOUGHTON, WI 53589",1424,,US HIGHWAY 51,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF STOUGHTON,2686
LICFDD-2022-00412,Active,Pizza Hut,2023/06/30 05:00:00+00,Active,"914 WINDSOR ST
CITY OF SUN PRAIRIE, WI 53590",914,,WINDSOR,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF SUN PRAIRIE,2687
LICFDD-2022-00419,Active,Essen Haus Food Truck,2023/06/30 05:00:00+00,Active,"514 E Wilson ST
Madison, WI 53703",514,E,Wilson,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2688
LICFDD-2022-00431,Active,Quarry Ridge Retirement,2023/06/30 05:00:00+00,Active,"2851 FITCHRONA RD
CITY OF FITCHBURG, WI",2851,,FITCHRONA,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2689
LICFDD-2022-00432,Active,Takara Japanese Restaurant,2023/06/30 05:00:00+00,Active,"696 S Whitney WAY
Madison, WI 53711",696,S,Whitney,WAY,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2690
LICFDD-2022-00436,Active,Glacier Nutrition Llc,2023/06/30 05:00:00+00,Active,"2531 MAIN ST
VILLAGE OF CROSS PLAINS, WI 53528",2531,,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VILLAGE OF CROSS PLAINS,2691
LICFDD-2022-00443,Active,Steak Escape,2023/06/30 05:00:00+00,Active,"118 West Towne MALL
Madison, WI 53719",118,,West Towne,MALL,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2692
LICFDD-2022-00446,Active,Alice's Good,2023/06/30 05:00:00+00,Active,"300 S MAIN ST
VERONA, WI 53593",300,S,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,VERONA,2693
LICFDD-2022-00450,Active,Mickey's Doghouse,2023/06/30 05:00:00+00,Active,"330 State ST
Madison, WI 53703",330,,State,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2694
LICFDD-2022-00453,Active,Dairy Queen,2023/06/30 05:00:00+00,Active,"3030 FISH HATCHERY RD
CITY OF FITCHBURG, WI 53713",3030,,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF FITCHBURG,2695
LICFDD-2022-00457,Active,The Roost,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2696
LICFDD-2022-00458,Active,The Roost,2023/06/30 05:00:00+00,Active,"1219 N Sherman AVE
Madison, WI 53704",1219,N,Sherman,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Base,Madison,2697
LICFDD-2022-00465,Active,Allypops,2023/06/30 05:00:00+00,Active,"2433 University AVE
Madison, WI 53726",2433,,University,AVE,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2698
LICFDD-2022-00468,Active,Caspian Grill,2023/06/30 05:00:00+00,Active,"707 S Gammon RD
Madison, WI 53719",707,S,Gammon,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2699
LICFDD-2022-00469,Active,The Wooden Peel,2023/06/30 05:00:00+00,Active,"1200 E VERONA AVE
TOWN OF VERONA, WI",1200,E,VERONA,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,TOWN OF VERONA,2700
LICFDD-2022-00472,Active,I Mart Stores,2023/06/30 05:00:00+00,Active,"5551 Eastpark BLVD
Madison, WI 53718",5551,,Eastpark,BLVD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2701
LICFDD-2022-00473,Active,I Mart Stores,2023/06/30 05:00:00+00,Active,"109 N MAIN ST
DEERFIELD, WI 53531",109,N,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,DEERFIELD,2702
LICFDD-2022-00474,Active,I Mart Stores,2023/06/30 05:00:00+00,Active,"4701 BURMA RD
MCFARLAND, WI 53558",4701,,BURMA,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MCFARLAND,2703
LICFDD-2022-00475,Active,I Mart Stores,2023/06/30 05:00:00+00,Active,"4800 LARSON BEACH RD
MCFARLAND, WI 53558",4800,,LARSON BEACH,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MCFARLAND,2704
LICFDD-2022-00484,Under Review,King Of Falafel,2022/06/30 05:00:00+00,Pending,"1129 S Park ST
Madison, WI 53715",1129,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2705
LICFDD-2022-00489,Active,Telsaan Tea,2023/06/30 05:00:00+00,Active,"108 E MAIN ST
MT HOREB, WI 53529",108,E,MAIN,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MT HOREB,2706
LICFDD-2022-00497,Active,Weary Traveler Freehouse,2023/06/30 05:00:00+00,Active,"1201 Williamson ST
Madison, WI 53703",1201,,Williamson,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2707
LICFDD-2022-00500,Active,Meat Market,2023/06/30 05:00:00+00,Active,"2315 PLEASANT VIEW RD
MIDDLETON, WI 53562",2315,,PLEASANT VIEW,RD,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,MIDDLETON,2708
LICFDD-2022-00503,Under Review,Viking Nutrition,2022/06/30 05:00:00+00,Pending,"1060 W MAIN ST 9
STOUGHTON, WI 53589",1060,W,MAIN,ST,9,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,2709
LICFDD-2022-00504,Active,Great Lakes Pasty And Sweets Co,2023/06/30 05:00:00+00,Active,"2300 US HIGHWAY 51 & 138
STOUGHTON, WI 53589",2300,,US HIGHWAY 51 & 138,,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,STOUGHTON,2710
LICFDD-2022-00505,Active,La Quinta Inn & Suites,2023/06/30 05:00:00+00,Active,"5217 E Terrace DR
Madison, WI 53718",5217,E,Terrace,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2711
LICFDD-2022-00509,Active,China Wok,2023/06/30 05:00:00+00,Active,"6771 UNIVERSITY AVE
MIDDLETON, WI 53562",6771,,UNIVERSITY,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,MIDDLETON,2712
LICFDD-2022-00511,Active,Subway - St. Mary's 6th Floor,2023/06/30 05:00:00+00,Active,"700 S Park ST
Madison, WI 53715",700,S,Park,ST,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2713
LICFDD-2022-00514,Active,Swagat Indian Restaurant,2023/06/30 05:00:00+00,Active,"298 S GRAND AVE
SUN PRAIRIE, WI 53590",298,S,GRAND,AVE,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2714
LICFDD-2022-00526,Active,Pizza Pit - Stoughton,2023/06/30 05:00:00+00,Active,"1060 W MAIN ST, UNIT 1
STOUGHTON, WI 53589",1060,W,MAIN,ST,1,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2715
LICFDD-2022-00528,Active,Lily's Mobile,2023/06/30 05:00:00+00,Active,"5923 EXCHANGE ST
VILLAGE OF MCFARLAND, WI 53558",5923,,EXCHANGE,ST,,,,,,,,,2022/11/16 11:00:10+00,Retail Mobile Cart,VILLAGE OF MCFARLAND,2716
LICFDD-2022-00529,Active,Quick Chef Inc.,2023/06/30 05:00:00+00,Active,"1219 N SHERMAN AVE
Madison, WI 53704",1219,N,SHERMAN,AVE,,,,,,,,,2022/11/16 11:00:10+00,Restaurant Mobile Cart,Madison,2717
LICFDD-2022-00543,Active,Golden Nest Pancake Cafe,2023/06/30 05:00:00+00,Active,"2812 PRAIRIE LAKES DR
SUN PRAIRIE, WI 53590",2812,,PRAIRIE LAKES,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,SUN PRAIRIE,2718
LICFDD-2022-00546,Active,Pancake Cafe,2023/06/30 05:00:00+00,Active,"2420 STATE HIGHWAY 138
STOUGHTON, WI 53589",2420,,STATE HIGHWAY 138,,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,STOUGHTON,2719
LICFDD-2022-00547,Under Review,Sodexo At Edgewood College - Wingra,2022/06/30 05:00:00+00,Pending,"1000 Edgewood College DR
Madison, WI 53711",1000,,Edgewood College,DR,,,,,,,,,2022/11/16 11:00:10+00,Retail Food Establishment,Madison,2720
LICFDD-2022-00548,Active,Sodexo At Edgewood College - Phil's,2023/06/30 05:00:00+00,Active,"1000 Edgewood College DR
Madison, WI 53711",1000,,Edgewood College,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,Madison,2721
LICFDD-2022-00552,Active,North Shore Pizza & Subs,2023/06/30 05:00:00+00,Active,"4503 MONONA DR
CITY OF MONONA, WI 53716",4503,,MONONA,DR,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,CITY OF MONONA,2722
LICFDD-2022-00560,Under Review,Wingstop,2022/06/30 05:00:00+00,Pending,"3048 FISH HATCHERY RD
FITCHBURG, WI 53713",3048,,FISH HATCHERY,RD,,,,,,,,,2022/11/16 11:00:10+00,Primarily Restaurant,FITCHBURG,2723
